"","IsWinner","track_id","artist_id","track_name","year","artist_name","genres","followers","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","tempo","time_signature","valence"
"104","Nominee","6d7Jz2np6jtNaZv1DiWfJs","218kRJZ7FJs0hWIk8Ynzhz","Behind Closed Doors",1970,"Charlie Rich","arkansas country",202509,0.961,0.492,174667,0.329,0.199,2,0.0955,-11.788,1,85.196,4,0.589
"105","Nominee","1O0xeZrBDbq7HPREdmYUYK","1R6Hx1tJ2VOUyodEpC12xM","Bad, Bad Leroy Brown",1973,"Jim Croce","classic rock",1231787,0.706,0.697,182240,0.676,0,7,0.0824,-10.742,1,148.072,4,0.852
"106","Nominee","7JtT1HIVoME3xvRGYjxJcb","5z348neb55aaKyQhVgqEvS","Tie a Yellow Ribbon Round the Ole Oak Tree (feat. Tony Orlando) - 1998 Remastered",2003,"The Dawn","",1068,0.36,0.612,206267,0.696,6.51e-06,5,0.0568,-8.8,1,88.205,4,0.615
"107","Nominee","7JtT1HIVoME3xvRGYjxJcb","6PNZ6ZfwWLiUA2BrranFl3","Tie a Yellow Ribbon Round the Ole Oak Tree (feat. Tony Orlando) - 1998 Remastered",2003,"Tony Orlando","bubblegum pop",39038,0.36,0.612,206267,0.696,6.51e-06,5,0.0568,-8.8,1,88.205,4,0.615
"108","Nominee","5VBcEJ4mtXTmVEJtc7hx2g","2VUiF0VFkXzB0DLg9AzrqT","Midnight at the Oasis",1973,"Maria Muldaur","",23510,0.409,0.705,229507,0.499,6.59e-05,1,0.103,-7.969,1,98.686,4,0.391
"109","Winner","2kCIwSz0JoYQPrT4Ykr1MZ","4BoRxUdrcgbbq1rxJvvhg9","I Honestly Love You",1998,"Olivia Newton-John","adult standards",1347101,0.613,0.637,246147,0.329,2.36e-06,10,0.14,-11.362,1,112.075,4,0.152
"110","Winner","2kCIwSz0JoYQPrT4Ykr1MZ","3aVoqlJOYx31lH1gibGDt3","I Honestly Love You",1998,"Babyface","contemporary r&b",943065,0.613,0.637,246147,0.329,2.36e-06,10,0.14,-11.362,1,112.075,4,0.152
"111","Nominee","7gkboYtvhuXNS4EUwmFPcw","0W498bDDNlJIrYMKXdpLHA","Feel Like Makin' Love",1975,"Roberta Flack","adult standards",889986,0.833,0.681,175400,0.264,0.441,8,0.103,-21.861,1,93.809,4,0.692
"112","Nominee","11FcfHd3SOmmrWJPGe7Y30","3PhoLpVuITZKcymswpck5b","Don't Let The Sun Go Down On Me",1974,"Elton John","glam rock",11583520,0.121,0.424,336733,0.446,1.89e-06,0,0.0921,-8.526,1,139.701,4,0.354
"113","Nominee","26WupilYCvGn1OEX2CqKjN","0Sq7oGrYEe0BDmb13wgjOO","You And Me Against The World",1987,"Helen Reddy","adult standards",312717,0.544,0.384,191707,0.283,1.09e-06,9,0.154,-15.493,1,78.568,4,0.259
"114","Winner","1vZTgn4JXWMahR8r99ug5H","7jmTilWYlKOuavFfmQAcu6","The Way We Were",1974,"Barbra Streisand","adult standards",1336667,0.885,0.264,211093,0.32,0.00141,9,0.134,-11.716,1,138.108,3,0.171
"115","Nominee","2kCIwSz0JoYQPrT4Ykr1MZ","4BoRxUdrcgbbq1rxJvvhg9","I Honestly Love You",1998,"Olivia Newton-John","adult standards",1347101,0.613,0.637,246147,0.329,2.36e-06,10,0.14,-11.362,1,112.075,4,0.152
"116","Nominee","2kCIwSz0JoYQPrT4Ykr1MZ","3aVoqlJOYx31lH1gibGDt3","I Honestly Love You",1998,"Babyface","contemporary r&b",943065,0.613,0.637,246147,0.329,2.36e-06,10,0.14,-11.362,1,112.075,4,0.152
"117","Nominee","6iXQrhhgBisdfvS34EMTZ3","3alW3LYQS8K29z8C8NSLIX","Mandy",1974,"Barry Manilow","adult standards",1481154,0.418,0.308,213333,0.464,2.49e-06,10,0.143,-9.032,1,103.734,4,0.318
"118","Nominee","5lQKRR3MdJLtAwNBiT8Cq0","0ECwFtbIWEVNwjlrfc6xoL","Lyin' Eyes - 2013 Remaster",1975,"Eagles","album rock",9503839,0.203,0.669,381999,0.673,0.0271,7,0.164,-9.754,1,132.68,4,0.867
"119","Winner","4pCNJwixy2ImFncaPY2yE2","7BEfMxbaqx6dOpbtlEqScm","Love Will Keep Us Together",1975,"Captain & Tennille","mellow gold",429785,0.354,0.621,205493,0.788,0,4,0.305,-4.326,1,129.62,4,0.926
"120","Nominee","7wJpqjqk8QbHpCakY1ZacY","5c9uFWpZY2MTlk7Rft0tgp","At Seventeen - Remastered",1975,"Janis Ian","folk",141054,0.876,0.616,283880,0.271,0.000126,0,0.113,-17.212,1,125.021,4,0.336
"121","Winner","3evTbfCtMxbUwTQIn7QOcG","5yzE49FicYiSxN61oaxkNn","Send in the Clowns",1975,"Judy Collins","american folk revival",234067,0.97,0.171,240867,0.0487,0.00104,3,0.188,-16.942,1,173.557,3,0.0926
"122","Nominee","4pCNJwixy2ImFncaPY2yE2","7BEfMxbaqx6dOpbtlEqScm","Love Will Keep Us Together",1975,"Captain & Tennille","mellow gold",429785,0.354,0.621,205493,0.788,0,4,0.305,-4.326,1,129.62,4,0.926
"123","Nominee","6DRjlgLTQPZ2dQIRIs7b0U","4sFsq7NFJ0zz0uN3Zb6QJ9","Feelings - Live",1993,"Morris Albert","",25972,0.477,0.322,218853,0.353,4.52e-06,4,0.36,-11.771,0,80.705,4,0.248
"124","Winner","7uhOlFq30tYkUZ70JwbRre","4N8BwYTEC6XqykGvXXlmfv","This Masquerade - 2000 Remaster",1976,"George Benson","jazz funk",700222,0.5,0.625,483133,0.373,0.000524,5,0.132,-12.549,0,88.543,4,0.43
"125","Nominee","0KMGxYKeUzK9wc5DZCt3HT","3iDD7bnsjL9J4fO298r0L0","If You Leave Me Now",1976,"Chicago","album rock",3621311,0.0197,0.434,235373,0.563,0.000824,11,0.128,-6.784,1,104.183,4,0.275
"126","Nominee","1pBAsoHy7eN9aeVCTAiKua","66QeIFuFJDNCImNHlFzrY1","Afternoon Delight",1976,"Starland Vocal Band","soft rock",11543,0.492,0.486,193040,0.443,0,5,0.101,-11.728,1,147.206,4,0.785
"127","Nominee","6Qb7gtV6Q4MnUjSbkFcopl","2CvCyf1gEVhI0mX6aFXmVI","50 Ways to Leave Your Lover",1975,"Paul Simon","classic rock",2102821,0.166,0.815,217347,0.372,0.000116,7,0.0767,-12.814,1,101.684,4,0.293
"128","Nominee","7uhOlFq30tYkUZ70JwbRre","4N8BwYTEC6XqykGvXXlmfv","This Masquerade - 2000 Remaster",1976,"George Benson","jazz funk",700222,0.5,0.625,483133,0.373,0.000524,5,0.132,-12.549,0,88.543,4,0.43
"129","Nominee","536L9C0N7vhYdibCJx3cI2","23rleGXVOVVgTk3xgtmfE4","The Wreck of the Edmund Fitzgerald",1976,"Gordon Lightfoot","canadian country",767222,0.116,0.308,389280,0.376,2.52e-06,4,0.166,-15.24,1,186.047,3,0.158
"130","Winner","12FZTFRyd4RBzvKf8RB0zO","3alW3LYQS8K29z8C8NSLIX","I Write the Songs",1975,"Barry Manilow","adult standards",1481154,0.824,0.267,235800,0.417,0.000961,5,0.087,-8.79,1,142.595,4,0.331
"131","Nominee","2x6pbpjVGjiWCcH89IK8AX","5N6GwJzOcOY5kv8p0NjhYL","Breaking Up Is Hard to Do",1960,"Neil Sedaka","adult standards",470918,0.699,0.743,139200,0.799,0,8,0.0635,-5.466,0,116.112,4,0.965
"132","Nominee","3dFR132gzO8jxD57R2gid3","1UkHCANZmdkKyVNvTLMrcJ","You Light Up My Life",1977,"Debby Boone","bubblegum pop",53414,0.831,0.333,216287,0.367,1.19e-05,2,0.262,-10.06,1,77.986,3,0.0685
"133","Winner","40riOy7x9W7GXjyGp4pjAv","0ECwFtbIWEVNwjlrfc6xoL","Hotel California - 2013 Remaster",1976,"Eagles","album rock",9503839,0.00574,0.579,391376,0.508,0.000494,2,0.0575,-9.484,1,147.125,4,0.609
"134","Nominee","7Jpclr7tZ6aQXjoKzWXUJV","6OheJTrDFGiyZ67F1BBLhc","Don't It Make My Brown Eyes Blue",1977,"Crystal Gayle","classic country pop",331376,0.799,0.736,157653,0.321,0.00897,6,0.0619,-13.474,1,84.928,4,0.342
"135","Nominee","3zxklD2EGecZre9MjEEvIU","1sXbwvCQLGZnaH0Jp2HTVc","Blue Bayou",1977,"Linda Ronstadt","country rock",824438,0.739,0.732,239400,0.161,0.000379,11,0.105,-12.817,1,95.21,4,0.5
"136","Winner","3dFR132gzO8jxD57R2gid3","1UkHCANZmdkKyVNvTLMrcJ","You Light Up My Life",1977,"Debby Boone","bubblegum pop",53414,0.831,0.333,216287,0.367,1.19e-05,2,0.262,-10.06,1,77.986,3,0.0685
"137","Nominee","5d4E1hgkLyb7sXr5J3InnM","7d7q5Y1p2QWS4QRAhTQR5E","You Needed Me",1978,"Anne Murray","adult standards",656039,0.431,0.497,220267,0.296,0,9,0.106,-10.756,1,62.204,4,0.171
"138","Nominee","5ubvP9oKmxLUVq506fgLhk","1LZEQNv7sE11VDY3SdxQeN","Stayin Alive",2020,"Bee Gees","disco",6819638,0.0288,0.702,285373,0.773,0.00871,10,0.147,-9.256,0,103.564,4,0.953
"139","Winner","49MHCPzvMLXhRjDantBMVH","6zFYqv1mOsgBRQbae3JJ9e","Just the Way You Are",1977,"Billy Joel","album rock",5152445,0.703,0.589,290573,0.453,2.54e-05,7,0.134,-8.912,1,139.148,4,0.513
"140","Nominee","2M7EflZCPCqqRLB9hy5MDy","2MMaIlHd8UvDW0mVRAncD6","Feels So Good",1977,"Chuck Mangione","jazz trumpet",89790,0.455,0.576,582733,0.603,0.0537,5,0.0406,-9.603,1,103.658,4,0.524
"141","Nominee","5gOd6zDC8vhlYjqbQdJVWP","7tjbDPvrdvDshcpEMXKRVb","Baker Street",1978,"Gerry Rafferty","art rock",302731,0.0929,0.497,365627,0.349,0.028,7,0.259,-14,1,113.762,4,0.421
"142","Nominee","7qmqeHzgNQTOnl1NUgRFO4","7mEIug7XUlQHikrFxjTWes","You Don't Bring Me Flowers",1978,"Neil Diamond","adult standards",2383083,0.878,0.16,195400,0.123,2.24e-05,0,0.157,-18.111,1,67.006,4,0.239
"143","Nominee","7qmqeHzgNQTOnl1NUgRFO4","7jmTilWYlKOuavFfmQAcu6","You Don't Bring Me Flowers",1978,"Barbra Streisand","adult standards",1336667,0.878,0.16,195400,0.123,2.24e-05,0,0.157,-18.111,1,67.006,4,0.239
"144","Nominee","4ztwMHfPZhPoruZdBbgriM","6twIAGnYuIT1pncMAsXnEm","Three Times A Lady",1985,"Commodores","adult standards",1700119,0.874,0.39,217427,0.0803,0.000639,8,0.127,-20.518,1,150.503,3,0.184
"145","Winner","2yBVeksU2EtrPJbTu4ZslK","39T6qqI0jDtSWWioX8eGJz","What a Fool Believes",1978,"The Doobie Brothers","album rock",2260577,0.284,0.758,223867,0.378,0,8,0.049,-15.308,0,120.736,4,0.985
"146","Nominee","5KqldkCunQ2rWxruMEtGh0","4tw2Lmn9tTPUv7Gy7mVPI4","The Gambler",1978,"Kenny Rogers","classic country pop",2473829,0.342,0.671,214880,0.501,0,4,0.194,-13.119,1,87.04,4,0.86
"147","Nominee","7cv28LXcjAC3GsXbUvXKbX","6V6WCgi7waF55bJmylC4H5","I Will Survive - Single Version",2000,"Gloria Gaynor","disco",916663,0.0131,0.777,198066,0.725,0.00805,0,0.246,-8.681,1,116.669,4,0.529
"148","Nominee","3cfnGXJ9bmiWvFqEO6ff8B","4QQgXkCYTt3BlENzhyNETg","After the Love Has Gone",1979,"Earth, Wind & Fire","disco",3890516,0.532,0.424,278040,0.443,0.000389,6,0.673,-13.45,1,131.675,4,0.391
"149","Nominee","7wbPfd2mXbStoZZSnHNd2V","6qI4LTzMRpTxRzMZPvv2C6","Reunited",1978,"Peaches & Herb","classic soul",153227,0.857,0.561,345240,0.501,0.0106,5,0.135,-9.544,0,75.68,4,0.339
"150","Nominee","37oLDb3119IdKSIFQmSGRj","39T6qqI0jDtSWWioX8eGJz","Minute by Minute",1978,"The Doobie Brothers","album rock",2260577,0.549,0.735,206973,0.276,0.000201,0,0.1,-18.071,1,142.979,3,0.966
"151","Nominee","34E0Higz6fFVXlbVsn6TIW","6zFYqv1mOsgBRQbae3JJ9e","Honesty",1978,"Billy Joel","album rock",5152445,0.415,0.552,233507,0.265,0,10,0.107,-15.482,1,135.476,4,0.212
"152","Nominee","3F1MiFu5a1Y3Z9dQZhLTAo","0dYkMe3wK29DulSa0uR8Rq","Chuck E's in Love - 45 Version",1979,"Rickie Lee Jones","folk",179374,0.284,0.792,209573,0.267,0,9,0.144,-16.974,1,113.402,4,0.718
"153","Nominee","3cfnGXJ9bmiWvFqEO6ff8B","4QQgXkCYTt3BlENzhyNETg","After the Love Has Gone",1979,"Earth, Wind & Fire","disco",3890516,0.532,0.424,278040,0.443,0.000389,6,0.673,-13.45,1,131.675,4,0.391
"154","Nominee","562JrM9b7jiu8LgzV62x3o","13y0kncDD4J9wxCyfKr10W","The Rose",1979,"Bette Midler","adult standards",686674,0.901,0.347,221373,0.228,0,0,0.38,-9.667,1,133.574,4,0.184
"155","Winner","4ogaI0XfmAunA0LyjveMSF","695W5F2Ih8dYahLdjVOIoH","Sailing",1979,"Christopher Cross","mellow gold",910702,0.643,0.48,258867,0.191,0.000144,9,0.263,-20.594,1,149.125,4,0.187
"156","Nominee","5CI1FP2Volc9wjz2MBZsGx","3oZa8Xs6IjlIUGLAhVyK4G","Fame",1980,"Irene Cara","disco",376806,0.132,0.7,316067,0.73,0,0,0.133,-8.763,0,130.519,4,0.961
"157","Nominee","1ko2lVN0vKGUl9zrU0qSlT","05YVYeV4HxYp5rrWalvuE1","Just the Two of Us (feat. Bill Withers)",1985,"Grover Washington, Jr.","",297717,0.41,0.749,438493,0.497,0.0499,10,0.0504,-12.609,0,95.818,4,0.585
"158","Nominee","1ko2lVN0vKGUl9zrU0qSlT","1ThoqLcyIYvZn7iWbj8fsj","Just the Two of Us (feat. Bill Withers)",1985,"Bill Withers","funk",1490690,0.41,0.749,438493,0.497,0.0499,10,0.0504,-12.609,0,95.818,4,0.585
"159","Nominee","0rt0dZ11FVsvprbarag5tk","3gMaNLQm7D9MornNILzdSl","Endless Love - From ""The Endless Love"" Soundtrack",1992,"Lionel Richie","soft rock",3106800,0.745,0.461,268293,0.275,0.000219,10,0.126,-12.331,1,93.126,4,0.124
"160","Nominee","0rt0dZ11FVsvprbarag5tk","3MdG05syQeRYPPcClLaUGl","Endless Love - From ""The Endless Love"" Soundtrack",1992,"Diana Ross","adult standards",1593396,0.745,0.461,268293,0.275,0.000219,10,0.126,-12.331,1,93.126,4,0.124
"161","Winner","0odIT9B9BvOCnXfS0e4lB5","5PN2aHIvLEM98XIorsPMhE","Bette Davis Eyes",1981,"Kim Carnes","new romantic",294542,0.0204,0.675,228000,0.649,0,5,0.0959,-10.271,1,116.624,4,0.596
"162","Nominee","5fnOrhQ4KgT5irGCjIccGH","695W5F2Ih8dYahLdjVOIoH","Arthur's Theme (Best That You Can Do)",1981,"Christopher Cross","mellow gold",910702,0.169,0.526,234493,0.515,0.000816,9,0.181,-11.169,1,136.543,4,0.518
"163","Nominee","7tqQI7nmRAqX0g8bIYDXmF","4x1nvY2FN8jxqAFA0DA02H","(Just Like) Starting Over - Remastered 2010",1980,"John Lennon","beatlesque",5454702,0.301,0.701,236547,0.79,6.06e-05,9,0.179,-6.16,1,99.104,4,0.421
"164","Nominee","1ko2lVN0vKGUl9zrU0qSlT","05YVYeV4HxYp5rrWalvuE1","Just the Two of Us (feat. Bill Withers)",1985,"Grover Washington, Jr.","",297717,0.41,0.749,438493,0.497,0.0499,10,0.0504,-12.609,0,95.818,4,0.585
"165","Nominee","1ko2lVN0vKGUl9zrU0qSlT","1ThoqLcyIYvZn7iWbj8fsj","Just the Two of Us (feat. Bill Withers)",1985,"Bill Withers","funk",1490690,0.41,0.749,438493,0.497,0.0499,10,0.0504,-12.609,0,95.818,4,0.585
"166","Nominee","5iwyLsQ5yjnCaRrJGyAPZM","3gMaNLQm7D9MornNILzdSl","Endless Love",1992,"Lionel Richie","soft rock",3106800,0.866,0.483,266800,0.268,0.0163,10,0.145,-11.809,1,93.47,4,0.182
"167","Nominee","5iwyLsQ5yjnCaRrJGyAPZM","3MdG05syQeRYPPcClLaUGl","Endless Love",1992,"Diana Ross","adult standards",1593396,0.866,0.483,266800,0.268,0.0163,10,0.145,-11.809,1,93.47,4,0.182
"168","Nominee","4w3tQBXhn5345eUXDGBWZG","32vWCbZh0xZ4o9gkz4PsEU","9 to 5",1980,"Dolly Parton","classic country pop",2138053,0.416,0.554,162467,0.783,1.54e-06,6,0.631,-5.852,1,105.39,4,0.813
"169","Winner","37BTh5g05cxBIRYMbw8g2T","0PFtn5NtBbbUNbU9EAmIWF","Rosanna",1982,"TOTO","album rock",2614211,0.0208,0.365,331200,0.513,0.000147,7,0.205,-13.034,0,80.647,4,0.739
"170","Nominee","2KY0QUeRY3IPuJI1gyU9BJ","6KOqPxwfNAmZPkiCnDE9yT","Steppin' Out",1982,"Joe Jackson","mellow gold",366788,0.0439,0.579,268200,0.223,0.00232,11,0.0613,-20.208,1,159.696,4,0.532
"171","Nominee","3fVSMbeq8tY3G85yxcJwRU","4STHEaNw4mPZ2tzheohgXB","Ebony And Ivory - Remixed 2015",1982,"Paul McCartney","beatlesque",4401949,0.0784,0.567,226267,0.692,0,4,0.0338,-7.881,1,160.697,4,0.708
"172","Nominee","3zmXCcrMKpGho2sTRZG1Ux","4P70aqttdpJ9vuYFDmf7f6","Chariots Of Fire",2016,"Vangelis","cyberpunk",568842,0.0489,0.445,202806,0.444,0.0618,1,0.112,-9.8,1,136.226,4,0.0395
"173","Nominee","2xYQTU2bbg6WVAmpY1eae4","5W5bDNCqJ1jbCgTxDD0Cb3","Always On My Mind",1982,"Willie Nelson","classic country pop",1947816,0.755,0.524,212667,0.261,0.00105,2,0.144,-13.868,1,73.36,4,0.201
"174","Nominee","37BTh5g05cxBIRYMbw8g2T","0PFtn5NtBbbUNbU9EAmIWF","Rosanna",1982,"TOTO","album rock",2614211,0.0208,0.365,331200,0.513,0.000147,7,0.205,-13.034,0,80.647,4,0.739
"175","Nominee","6bzwsAtj4TqaBysLDrGiO3","0S1SjYebdSaiMpI8xSW2Wb","I.G.Y.",1982,"Donald Fagen","sophisti-pop",214155,0.614,0.834,363413,0.559,0.00434,8,0.0839,-9.366,0,119.422,4,0.874
"176","Nominee","2KH16WveTQWT6KOG9Rg6e2","26bcq2nyj5GB7uRr558iQg","Eye of the Tiger",1985,"Survivor","album rock",981434,0.132,0.817,245640,0.599,0.000311,0,0.0873,-9.249,0,108.873,4,0.548
"177","Nominee","6rbDUAZ8TsI0SXLx7w9Uoa","4STHEaNw4mPZ2tzheohgXB","Ebony And Ivory - 2022 Remaster",2022,"Paul McCartney","beatlesque",4401949,0.296,0.661,225747,0.525,0,11,0.0445,-10.939,1,80.685,4,0.766
"178","Nominee","6rbDUAZ8TsI0SXLx7w9Uoa","7guDJrEfX3qb6FEbdPA5qi","Ebony And Ivory - 2022 Remaster",2022,"Stevie Wonder","motown",6119476,0.296,0.661,225747,0.525,0,11,0.0445,-10.939,1,80.685,4,0.766
"179","Winner","2xYQTU2bbg6WVAmpY1eae4","5W5bDNCqJ1jbCgTxDD0Cb3","Always On My Mind",1982,"Willie Nelson","classic country pop",1947816,0.755,0.524,212667,0.261,0.00105,2,0.144,-13.868,1,73.36,4,0.201
"180","Nominee","0QKfiqpEU4h9ycPSzIFwYe","771qBvjnXOH9Azr6lKy6FB","Maniac",1983,"Michael Sembello","hi-nrg",77926,0.0891,0.617,244707,0.533,4.04e-06,3,0.0415,-11.516,0,158.86,4,0.835
"181","Nominee","1JSTJqkT5qHq8MDJnJbRE1","5NGO30tJxFlKixkPSgXcFE","Every Breath You Take",1983,"The Police","album rock",5466220,0.543,0.82,253920,0.452,0.00294,1,0.0714,-9.796,1,117.401,4,0.74
"182","Winner","1OOtq8tRnDM8kG2gqUPjAj","3fMbdgg4jU18AjLCKBhRSm","Beat It",2008,"Michael Jackson","r&b",27283785,0.0495,0.776,258040,0.867,7.92e-06,3,0.197,-3.704,0,138.827,4,0.918
"183","Nominee","4giIdAr7Plyu5LQzBOR4FP","3gMaNLQm7D9MornNILzdSl","All Night Long - Single Version",1992,"Lionel Richie","soft rock",3106800,0.152,0.744,260493,0.583,8.54e-05,1,0.0248,-12.595,1,108.794,4,0.851
"184","Winner","1JSTJqkT5qHq8MDJnJbRE1","5NGO30tJxFlKixkPSgXcFE","Every Breath You Take",1983,"The Police","album rock",5466220,0.543,0.82,253920,0.452,0.00294,1,0.0714,-9.796,1,117.401,4,0.74
"185","Nominee","5ChkMS8OtdzJeqyybCc9R5","3fMbdgg4jU18AjLCKBhRSm","Billie Jean",2008,"Michael Jackson","r&b",27283785,0.0236,0.92,293827,0.654,0.0153,11,0.036,-3.051,0,117.046,4,0.847
"186","Winner","4kOfxxnW1ukZdsNbCKY9br","1zuJe6b1roixEKMOtyrEak","What's Love Got to Do with It",1993,"Tina Turner","new wave pop",3418151,0.219,0.851,226880,0.406,6.41e-06,1,0.0853,-11.631,1,97.84,4,0.792
"187","Nominee","0o4e5Tt4vorx2012FrGIjV","7A9yZMTrFZcgEWAX2kBfK6","The Heart Of Rock And Roll",1983,"Huey Lewis & The News","album rock",1451211,0.0316,0.594,304920,0.756,0.000102,10,0.222,-8.82,1,143.301,4,0.956
"188","Nominee","4y1LsJpmMti1PfRQV9AWWe","2BTZIqw0ntH9MvilQ3ewNY","Girls Just Want to Have Fun",1983,"Cyndi Lauper","dance pop",2319331,0.22,0.71,238267,0.799,0.000602,6,0.349,-4.897,1,120.372,4,0.725
"189","Nominee","7FwBtcecmlpc1sLySPXeGE","3eqjTLE0HfPfh78zjh6TqT","Dancing In the Dark",1984,"Bruce Springsteen","heartland rock",5591055,0.0115,0.527,241307,0.942,0,1,0.188,-5.64,0,148.723,4,0.495
"190","Nominee","63CHa6rmamv9OsehkRD8oz","4lxfqrEsLX6N1N4OCSkILp","Against All Odds (Take a Look at Me Now) - 2016 Remaster",2016,"Phil Collins","rock drums",5167282,0.198,0.58,206360,0.498,0,1,0.132,-6.901,1,116.271,4,0.111
"191","Winner","3Z2tPWiNiIpg8UMMoowHIk","7sF6m3PpW6G6m6J2gzzmzM","We Are The World",1985,"U.S.A. For Africa","musical advocacy",28010,0.189,0.528,427333,0.447,0,4,0.0745,-15.255,1,72.58,4,0.292
"192","Nominee","4gvea7UlDkAvsJBPZAd4oB","5dbuFbrHa1SJlQhQX9OUJ2","The Boys Of Summer",1984,"Don Henley","album rock",1454500,0.501,0.516,288733,0.549,0.00572,6,0.184,-13.741,1,176.941,4,0.907
"193","Nominee","4yqtwO7MQIIXqoiRBPHAgR","0WwSkZ7LtFUFjGjMZBMt6T","Money for Nothing",1985,"Dire Straits","album rock",6663513,0.0491,0.667,506400,0.655,0.000894,2,0.0641,-9.339,0,134.212,4,0.657
"194","Winner","3Z2tPWiNiIpg8UMMoowHIk","7sF6m3PpW6G6m6J2gzzmzM","We Are The World",1985,"U.S.A. For Africa","musical advocacy",28010,0.189,0.528,427333,0.447,0,4,0.0745,-15.255,1,72.58,4,0.292
"195","Nominee","1JLn8RhQzHz3qDqsChcmBl","6IRouO5mvvfcyxtPDKMYFN","I Want to Know What Love Is - 1999 Remaster",1984,"Foreigner","album rock",2802356,0.193,0.477,304787,0.471,1.76e-06,6,0.131,-10.036,1,81.204,4,0.423
"196","Nominee","0IpfTMKENGLJcULkMnU8Rb","6rqU9HQ57NYGBnBzbrY3a4","Everytime You Go Away",2002,"Paul Young","mellow gold",875908,0.177,0.607,321573,0.643,0.000153,5,0.118,-11.493,1,164.256,4,0.715
"197","Nominee","4AUS8KNz7zX8XFu9L38GT0","7C4sUpWGlTy7IANjruj02I","Sledgehammer - 2012 Remaster",1986,"Peter Gabriel","album rock",1526883,0.044,0.641,311986,0.682,0,8,0.0394,-7.561,1,96.319,4,0.468
"198","Winner","4ZExvJvQXPEeYzGU0N3THi","5gxynDEKwNDgxGJmJjZyte","Higher Love",1986,"Steve Winwood","album rock",966273,0.0427,0.696,351507,0.78,0.149,5,0.298,-12.159,1,98.699,4,0.954
"199","Nominee","6yJxCltgtmGxIgKOS6ndnu","6XpaIBNiVzIetEPCWDvAFP","Greatest Love of All",1985,"Whitney Houston","dance pop",9235456,0.484,0.502,291400,0.305,3.55e-06,9,0.117,-16.011,1,131.242,4,0.248
"200","Nominee","5izGeTxueiFX1UPFGohY9w","530Sdm7eqqzWBdDmILMgnu","Addicted To Love",1985,"Robert Palmer","album rock",918779,0.382,0.702,363640,0.578,5.89e-06,2,0.0425,-13.415,1,111.617,4,0.975
"201","Nominee","5izGeTxueiFX1UPFGohY9w","0tO3KaRy0ZACd8XJYT3IX2","Addicted To Love",1985,"Eric 'ET' Thorngren","",735,0.382,0.702,363640,0.578,5.89e-06,2,0.0425,-13.415,1,111.617,4,0.975
"202","Winner","1cOj24fUMnBSXhtp7waHVW","2JSjCHK79gdaiPWdKiNUNp","That's What Friends Are For (with Elton John, Gladys Knight & Stevie Wonder)",1989,"Dionne Warwick","adult standards",816610,0.294,0.673,256467,0.286,0,8,0.086,-14.643,1,120.117,4,0.199
"203","Winner","1cOj24fUMnBSXhtp7waHVW","3PhoLpVuITZKcymswpck5b","That's What Friends Are For (with Elton John, Gladys Knight & Stevie Wonder)",1989,"Elton John","glam rock",11583520,0.294,0.673,256467,0.286,0,8,0.086,-14.643,1,120.117,4,0.199
"204","Winner","1cOj24fUMnBSXhtp7waHVW","2aXiJJHJei5BmCykxI37y0","That's What Friends Are For (with Elton John, Gladys Knight & Stevie Wonder)",1989,"Gladys Knight","disco",187218,0.294,0.673,256467,0.286,0,8,0.086,-14.643,1,120.117,4,0.199
"205","Winner","1cOj24fUMnBSXhtp7waHVW","7guDJrEfX3qb6FEbdPA5qi","That's What Friends Are For (with Elton John, Gladys Knight & Stevie Wonder)",1989,"Stevie Wonder","motown",6119476,0.294,0.673,256467,0.286,0,8,0.086,-14.643,1,120.117,4,0.199
"206","Nominee","4ZExvJvQXPEeYzGU0N3THi","5gxynDEKwNDgxGJmJjZyte","Higher Love",1986,"Steve Winwood","album rock",966273,0.0427,0.696,351507,0.78,0.149,5,0.298,-12.159,1,98.699,4,0.954
"207","Nominee","5yMXAaSvxo12QkYU75Ixv0","3X0tJzVYoWlfjLYI0Ridsw","Luka",1987,"Suzanne Vega","lilith",444078,0.189,0.63,231933,0.697,0.000258,6,0.116,-10.654,1,124.956,4,0.796
"208","Nominee","0uMMLry3hzWGn3q3loqMkm","6OWapcJm9xd55ci9CYbAuT","La Bamba",1987,"Los Lobos","roots rock",142346,0.144,0.506,174187,0.764,0.00025,0,0.247,-12.239,1,156.336,4,0.868
"209","Nominee","6wpGqhRvJGNNXwWlPmkMyO","51Blml2LZPmy7TTiAg47vQ","I Still Haven't Found What I'm Looking For",1987,"U2","irish rock",11103789,0.0135,0.564,277477,0.774,0.00191,1,0.0861,-9.424,1,100.894,4,0.657
"210","Winner","51KKQAgYFoJHgVIuJWHdHb","2CvCyf1gEVhI0mX6aFXmVI","Graceland",1986,"Paul Simon","classic rock",2102821,0.626,0.732,291200,0.705,0.00068,9,0.0813,-9.271,1,117.925,4,0.848
"211","Winner","6Zd6gSMyyjSybIw4lK9Ecy","1sXbwvCQLGZnaH0Jp2HTVc","Somewhere Out There - From ""An American Tail"" Soundtrack",1986,"Linda Ronstadt","country rock",824438,0.817,0.32,238173,0.221,0.000137,0,0.0977,-16.302,1,80.04,4,0.116
